# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr  3 08:39:43 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_name,pl_orbsmax,pl_radj,st_mass
1387,HAT-P-42 b,0.0575000000,1.28000000,1.178000
1388,HAT-P-42 b,0.0575000000,1.28000000,1.178000
1389,HAT-P-43 b,0.0444500000,1.28100000,1.048000
1390,HAT-P-43 b,,,1.010000
1391,HAT-P-43 b,,,1.048000
1392,HAT-P-43 b,,,1.048000
1393,HAT-P-43 b,,,
1394,HAT-P-43 b,,1.29179453,
1395,HAT-P-43 b,0.0444000000,1.21598925,1.030000
1396,HAT-P-43 b,0.0443000000,1.28100000,1.048000
1397,HAT-P-44 b,,,0.942000
1398,HAT-P-44 b,,,0.860000
1399,HAT-P-44 b,,,0.942000
1400,HAT-P-44 b,,1.37107917,
1401,HAT-P-44 b,,,
1402,HAT-P-44 b,0.0507000000,1.24200000,0.942000
1403,HAT-P-44 c,1.7520000000,,0.942000
1404,HAT-P-45 b,0.0452000000,1.42600000,1.259000
1405,HAT-P-45 b,,,0.990000
1406,HAT-P-45 b,,,1.259000
1407,HAT-P-45 b,,,
1408,HAT-P-45 b,0.0452100000,1.42600000,1.259000
1409,HAT-P-45 b,,1.50845412,
1410,HAT-P-46 b,,,1.763000
1411,HAT-P-46 b,,1.19488476,
1412,HAT-P-46 b,0.0577000000,1.28400000,1.284000
1413,HAT-P-46 b,,,
1414,HAT-P-46 b,,,1.284000
1415,HAT-P-49 b,,,
1416,HAT-P-49 b,,,1.543000
1417,HAT-P-49 b,,,
1418,HAT-P-49 b,0.0437800000,1.41300000,1.543000
1419,HAT-P-49 b,0.0438000000,1.41300000,1.543000
1420,HAT-P-49 b,,1.59000000,2.220000
1421,HAT-P-49 b,,,1.543000
1422,HAT-P-49 b,,1.55679633,
1423,HAT-P-5 b,,,
1424,HAT-P-5 b,0.0407900000,1.25200000,1.163000
1425,HAT-P-5 b,0.0407500000,1.26000000,1.160000
1426,HAT-P-5 b,,,
1427,HAT-P-5 b,0.0407100000,1.25400000,
1428,HAT-P-5 b,,1.24393688,
1429,HAT-P-5 b,0.0407300000,1.25400000,1.157000
1430,HAT-P-5 b,0.0409700000,1.21100000,1.040000
1431,HAT-P-5 b,,1.21000000,1.040000
1432,HAT-P-5 b,,,1.040000
1433,HAT-P-5 b,,,
1434,HAT-P-50 b,,,1.273000
1435,HAT-P-50 b,,,
1436,HAT-P-50 b,0.0453000000,1.28800000,1.273000
1437,HAT-P-50 b,,1.27780929,
1438,HAT-P-50 b,,,1.273000
1439,HAT-P-50 b,0.0452700000,1.28800000,1.273000
1440,HAT-P-50 b,,,1.273000
1441,HAT-P-51 b,0.0506700000,1.29300000,0.976000
1442,HAT-P-51 b,,1.22202706,
1443,HAT-P-51 b,0.0506900000,1.29300000,0.976000
1444,HAT-P-51 b,,,0.976000
1445,HAT-P-51 b,0.0504200000,1.20500000,0.961000
1446,HAT-P-51 b,,,0.976000
1447,HAT-P-52 b,,,0.887000
1448,HAT-P-52 b,,,0.887000
1449,HAT-P-52 b,,,
1450,HAT-P-52 b,,0.95554630,
1451,HAT-P-52 b,0.0369400000,1.00900000,0.887000
1452,HAT-P-52 b,,,0.840000
1453,HAT-P-52 b,0.0369600000,1.00900000,0.887000
1454,HAT-P-53 b,0.0315900000,1.31800000,1.093000
1455,HAT-P-53 b,,,1.093000
1456,HAT-P-53 b,,,
1457,HAT-P-53 b,,1.17858365,
1458,HAT-P-53 b,,,1.093000
1459,HAT-P-53 b,0.0316000000,1.31800000,1.093000
1460,HAT-P-54 b,0.0411700000,0.94400000,0.645000
1461,HAT-P-54 b,,0.96351146,
1462,HAT-P-54 b,,3.60000000,
1463,HAT-P-54 b,0.0412200000,0.94400000,0.645000
1464,HAT-P-54 b,,,
1465,HAT-P-54 b,,1.18361006,
1466,HAT-P-54 b,,,
1467,HAT-P-54 b,,1.05000000,
1468,HAT-P-54 b,,,0.645000
1469,HAT-P-54 b,,,0.645000
1470,HAT-P-55 b,,,1.013000
1471,HAT-P-55 b,0.0460400000,1.18200000,1.013000
1472,HAT-P-55 b,,,
1473,HAT-P-55 b,0.0462800000,1.32400000,1.028000
1474,HAT-P-55 b,0.0460400000,1.18200000,1.013000
1475,HAT-P-55 b,,1.29745811,
1476,HAT-P-55 b,,,1.013000
1477,HAT-P-55 b,,,1.013000
1478,HAT-P-56 b,,,
1479,HAT-P-56 b,,,1.296000
1480,HAT-P-56 b,,1.49486820,
1481,HAT-P-56 b,,1.51000000,1.420000
1482,HAT-P-56 b,,,1.296000
1483,HAT-P-56 b,,1.70398787,
1484,HAT-P-56 b,0.0423000000,1.46600000,1.296000
1485,HAT-P-56 b,0.0423200000,1.46600000,1.296000
1486,HAT-P-56 b,0.0447000000,1.51663842,1.530000
1487,HAT-P-56 b,,1.49200000,
1488,HAT-P-56 b,,,
1489,HAT-P-57 b,,1.74000000,2.770000
1490,HAT-P-57 b,,,1.470000
1491,HAT-P-57 b,0.0406000000,1.41300000,1.470000
1492,HAT-P-57 b,,,1.470000
1493,HAT-P-57 b,,1.52432361,
1494,HAT-P-58 b,0.0499400000,1.33200000,1.031000
1495,HAT-P-58 b,,1.33415154,
1496,HAT-P-58 b,,,
1497,HAT-P-59 b,,1.15811273,
1498,HAT-P-59 b,,,1.008000
1499,HAT-P-59 b,,,
1500,HAT-P-59 b,0.0506400000,1.12300000,1.008000
1501,HAT-P-6 b,,1.48000000,1.790000
1502,HAT-P-6 b,,,
1503,HAT-P-6 b,0.0523700000,1.33000000,1.290000
1504,HAT-P-6 b,0.0524400000,1.39500000,1.295000
1505,HAT-P-6 b,,,1.290000
1506,HAT-P-6 b,0.0523900000,1.33000000,1.290000
1507,HAT-P-6 b,0.0523500000,1.33000000,1.290000
1508,HAT-P-6 b,,,1.290000
1509,HAT-P-6 b,,,
1510,HAT-P-6 b,,,1.290000
1511,HAT-P-6 b,,1.37402324,
1512,HAT-P-60 b,,1.63643783,
1513,HAT-P-60 b,0.0627700000,1.63100000,1.435000
1514,HAT-P-60 b,,,
1515,HAT-P-60 b,,,
1516,HAT-P-61 b,,1.01465461,
1517,HAT-P-61 b,0.0301000000,0.89900000,1.004000
1518,HAT-P-62 b,,,1.023000
1519,HAT-P-62 b,0.0377200000,1.07300000,1.023000
1520,HAT-P-62 b,,1.14018983,
1521,HAT-P-63 b,,1.21544805,
1522,HAT-P-63 b,0.0429400000,1.11900000,0.925000
1523,HAT-P-64 b,0.0538700000,1.70300000,1.298000
1524,HAT-P-64 b,,,
1525,HAT-P-64 b,,1.62025437,
1526,HAT-P-65 b,0.0404200000,1.61100000,1.297000
1527,HAT-P-65 b,,,1.212000
1528,HAT-P-65 b,0.0395100000,1.89000000,1.212000
1529,HAT-P-65 b,,1.59286294,
1530,HAT-P-65 b,,,1.212000
1531,HAT-P-66 b,,,1.255000
1532,HAT-P-66 b,,,
1533,HAT-P-66 b,,,1.255000
1534,HAT-P-66 b,0.0436300000,1.59000000,1.255000
1535,HAT-P-66 b,,1.39618404,
1536,HAT-P-67 b,,2.14000000,1.730000
1537,HAT-P-67 b,,,
1538,HAT-P-67 b,0.0650500000,2.08500000,1.642000
1539,HAT-P-67 b,,,1.642000
1540,HAT-P-67 b,,2.01822990,
1541,HAT-P-68 b,,,0.678500
1542,HAT-P-68 b,,1.22275943,
1543,HAT-P-68 b,0.0299600000,1.07200000,0.678500
1544,HAT-P-69 b,,,1.648000
1545,HAT-P-69 b,,,1.648000
1546,HAT-P-69 b,,1.60685440,
1547,HAT-P-69 b,,,
1548,HAT-P-69 b,0.0655500000,1.67600000,1.648000
1549,HAT-P-7 b,,,1.470000
1550,HAT-P-7 b,0.0381300000,1.51000000,1.510000
1551,HAT-P-7 b,0.0320000000,1.36300000,
1552,HAT-P-7 b,,1.46453743,
1553,HAT-P-7 b,,1.51000000,1.560000
1554,HAT-P-7 b,,,1.361000
1555,HAT-P-7 b,,1.43188509,1.470000
1556,HAT-P-7 b,,,1.347000
1557,HAT-P-7 b,,,1.510000
1558,HAT-P-7 b,0.0390000000,1.98947617,1.660000
1559,HAT-P-7 b,0.0381000000,1.46222038,1.520000
1560,HAT-P-7 b,0.0381000000,1.46222038,1.520000
1561,HAT-P-7 b,0.0381000000,1.46222038,1.520000
1562,HAT-P-7 b,0.0376000000,1.43634827,1.449000
1563,HAT-P-7 b,,,1.347000
1564,HAT-P-7 b,,1.60390141,
1565,HAT-P-7 b,,,
1566,HAT-P-7 b,,,1.470000
1567,HAT-P-7 b,0.0380900000,1.44973039,1.515000
1568,HAT-P-7 b,3.0000000000,1.50771961,1.350000
1569,HAT-P-7 b,0.0377000000,1.34200000,1.347000
1570,HAT-P-7 b,0.0380500000,1.46500000,1.511000
1571,HAT-P-7 b,0.0355000000,1.41900000,1.470000
1572,HAT-P-7 b,0.0367600000,1.49100000,1.470000
1573,HAT-P-70 b,,,
1574,HAT-P-70 b,,,1.890000
1575,HAT-P-70 b,,1.80080603,
1576,HAT-P-70 b,0.0473900000,1.87000000,1.890000
1577,HAT-P-70 b,,,1.890000
1578,HAT-P-8 b,,,1.192000
1579,HAT-P-8 b,0.0487000000,1.50000000,1.280000
1580,HAT-P-8 b,,,
1581,HAT-P-8 b,,,1.280000
1582,HAT-P-8 b,,1.26940610,
1583,HAT-P-8 b,0.0449600000,1.50000000,1.280000
1584,HAT-P-8 b,,,1.280000
1585,HAT-P-8 b,0.0439000000,1.32100000,1.192000
1586,HAT-P-8 b,,1.40000000,1.270000
1587,HAT-P-8 b,0.0449000000,,
1588,HAT-P-9 b,,,1.281000
1589,HAT-P-9 b,,,1.280000
1590,HAT-P-9 b,,,
1591,HAT-P-9 b,,1.40000000,1.280000
1592,HAT-P-9 b,0.0530000000,1.40000000,1.280000
1593,HAT-P-9 b,0.0528700000,1.39300000,1.281000
1594,HAT-P-9 b,,,1.280000
1595,HAT-P-9 b,0.0529000000,1.40000000,1.280000
1596,HAT-P-9 b,0.0529000000,1.38000000,1.280000
1597,HAT-P-9 b,,1.41398227,
1598,HATS-1 b,,,0.986000
1599,HATS-1 b,,,
1600,HATS-1 b,0.0444000000,1.30200000,0.986000
1601,HATS-1 b,,,0.986000
1602,HATS-1 b,,1.11873734,
1603,HATS-1 b,0.0444600000,1.30200000,0.986000
1604,HATS-10 b,0.0449100000,0.96900000,1.101000
1605,HATS-10 b,0.0449300000,0.96900000,1.101000
1606,HATS-10 b,,1.11901867,
1607,HATS-10 b,,,1.101000
1608,HATS-11 b,0.0507000000,1.60852886,1.330000
1609,HATS-11 b,,1.48505799,
1610,HATS-11 b,,0.91000000,
1611,HATS-11 b,0.0461400000,1.51000000,1.000000
1612,HATS-11 b,,1.48700000,1.060000
1613,HATS-11 b,,,1.000000
1614,HATS-11 b,,1.58000000,
1615,HATS-12 b,,1.38400000,
1616,HATS-12 b,0.0441000000,0.69230083,1.160000
1617,HATS-12 b,,0.50800000,
1618,HATS-12 b,,,
1619,HATS-12 b,,0.78910260,1.214365
1620,HATS-12 b,,0.70000000,
1621,HATS-12 b,0.0479500000,1.35000000,1.489000
1622,HATS-13 b,0.0405900000,1.21200000,0.962000
1623,HATS-13 b,,,0.962000
1624,HATS-13 b,0.0405700000,1.21200000,0.962000
1625,HATS-13 b,,,0.962000
1626,HATS-13 b,,1.10450546,
1627,HATS-13 b,,,0.962000
1628,HATS-13 b,,,
1629,HATS-14 b,,,
1630,HATS-14 b,,1.04000000,0.970000
1631,HATS-14 b,0.0381500000,1.03900000,0.967000
1632,HATS-14 b,,1.09615131,
1633,HATS-14 b,0.0381500000,1.03900000,0.967000
1634,HATS-14 b,,,0.967000
1635,HATS-15 b,0.0271200000,1.10500000,0.871000
1636,HATS-15 b,,1.85770744,
1637,HATS-16 b,0.0374400000,1.30000000,0.970000
1638,HATS-16 b,,,0.970000
1639,HATS-16 b,,,
1640,HATS-16 b,,1.25325046,
1641,HATS-17 b,,0.86375026,
1642,HATS-17 b,,,1.131000
1643,HATS-17 b,,,1.131000
1644,HATS-17 b,,,
1645,HATS-17 b,0.1308000000,0.77700000,1.131000
1646,HATS-18 b,,,
1647,HATS-18 b,,1.42485017,
1648,HATS-18 b,0.0176100000,1.33700000,1.037000
1649,HATS-18 b,,,1.037000
1650,HATS-18 b,0.0174000000,1.32900000,1.037000
1651,HATS-2 b,0.0230000000,1.16800000,0.882000
1652,HATS-2 b,,,0.882000
1653,HATS-2 b,,1.17973829,
1654,HATS-2 b,0.0229800000,1.16800000,0.882000
1655,HATS-2 b,,,0.882000
1656,HATS-2 b,0.0231700000,1.12200000,0.904000
1657,HATS-2 b,,,
1658,HATS-22 b,,,
1659,HATS-22 b,,,0.759000
1660,HATS-22 b,,1.07858161,
1661,HATS-22 b,0.0502500000,0.95300000,0.759000
1662,HATS-22 b,,,0.759000
1663,HATS-22 b,,,0.759000
1664,HATS-23 b,0.0339700000,1.86000000,1.121000
1665,HATS-23 b,,,1.121000
1666,HATS-23 b,,2.00763491,
1667,HATS-24 b,0.0238000000,1.39500000,1.070000
1668,HATS-24 b,,,1.212000
1669,HATS-24 b,,,
1670,HATS-24 b,,,1.212000
1671,HATS-24 b,,1.41694095,
1672,HATS-24 b,0.0257600000,1.55000000,1.218000
1673,HATS-24 b,0.0254700000,1.48700000,1.212000
1674,HATS-24 b,,,1.070000
1675,HATS-25 b,0.0516300000,1.26000000,0.994000
1676,HATS-25 b,,,0.994000
1677,HATS-25 b,,,
1678,HATS-25 b,,1.27480466,
1679,HATS-25 b,,,0.994000
1680,HATS-26 b,,1.58872530,
1681,HATS-26 b,,,1.299000
1682,HATS-26 b,,,1.299000
1683,HATS-26 b,,,
1684,HATS-26 b,0.0473500000,1.75000000,1.299000
1685,HATS-27 b,,1.36538254,
1686,HATS-27 b,,,
1687,HATS-27 b,0.0611000000,1.50000000,1.415000
1688,HATS-27 b,,,1.415000
1689,HATS-27 b,,,1.415000
1690,HATS-28 b,,,
1691,HATS-28 b,0.0413100000,1.19400000,0.929000
1692,HATS-28 b,,1.19961729,
1693,HATS-28 b,,,0.929000
1694,HATS-29 b,,1.15641371,
1695,HATS-29 b,,,1.032000
1696,HATS-29 b,,1.20100000,1.055000
1697,HATS-29 b,,,1.032000
1698,HATS-29 b,0.0547500000,1.25100000,1.032000
1699,HATS-29 b,,,1.032000
1700,HATS-3 b,,,1.209000
1701,HATS-3 b,0.0485200000,1.38100000,1.210000
1702,HATS-3 b,0.0485000000,1.38100000,1.209000
1703,HATS-3 b,,,
1704,HATS-3 b,,,1.209000
1705,HATS-3 b,,0.99000000,0.440000
1706,HATS-3 b,0.0485000000,1.38100000,1.209000
1707,HATS-3 b,,1.30090696,
1708,HATS-30 b,,,
1709,HATS-30 b,,,1.093000
1710,HATS-30 b,0.0435400000,1.17500000,1.093000
1711,HATS-30 b,,1.33082802,
1712,HATS-30 b,,,1.093000
1713,HATS-31 b,,,1.275000
1714,HATS-31 b,0.0478000000,1.64000000,1.275000
1715,HATS-31 b,,1.27867783,
1716,HATS-32 b,,1.07644048,
1717,HATS-32 b,,,1.099000
1718,HATS-32 b,0.0402400000,1.24900000,1.099000
1719,HATS-32 b,,,
1720,HATS-33 b,,,
1721,HATS-33 b,,1.15239103,
1722,HATS-33 b,,,1.062000
1723,HATS-33 b,,,1.062000
1724,HATS-33 b,0.0372700000,1.23000000,1.062000
1725,HATS-33 b,,,1.062000
1726,HATS-33 b,0.0373100000,1.15400000,1.062000
1727,HATS-34 b,,,0.955000
1728,HATS-34 b,,1.16753453,
1729,HATS-34 b,,,0.955000
1730,HATS-34 b,0.0316600000,1.43000000,0.955000
1731,HATS-35 b,0.0319900000,1.46400000,1.317000
1732,HATS-35 b,,,1.317000
1733,HATS-35 b,,,1.317000
1734,HATS-35 b,,1.39703158,
1735,HATS-35 b,,,
1736,HATS-36 b,0.0542500000,1.23500000,1.222000
1737,HATS-36 b,,1.22307365,
1738,HATS-36 b,,1.20000000,
1739,HATS-36 b,0.0523000000,1.15264520,1.100000
1740,HATS-36 b,,1.13900000,
1741,HATS-37 A b,0.0491300000,0.60600000,0.843000
1742,HATS-38 b,0.0503600000,0.61400000,0.890000
1743,HATS-38 b,,0.57666051,
1744,HATS-38 b,,,
1745,HATS-39 b,,,1.379000
1746,HATS-39 b,0.0600700000,1.57000000,1.379000
1747,HATS-39 b,,,1.379000
1748,HATS-39 b,,1.70908692,
1749,HATS-39 b,,,
1750,HATS-4 b,,,1.001000
1751,HATS-4 b,,,
1752,HATS-4 b,0.0362000000,1.02000000,1.001000
1753,HATS-4 b,0.0362300000,1.02000000,1.000000
1754,HATS-4 b,,,1.001000
1755,HATS-4 b,,1.15160469,
1756,HATS-4 b,,,1.001000
1757,HATS-40 b,,1.34626413,
1758,HATS-40 b,,,1.561000
1759,HATS-40 b,0.0499700000,1.58000000,1.561000
1760,HATS-40 b,,,1.561000
1761,HATS-41 b,,,1.496000
1762,HATS-41 b,,,1.496000
1763,HATS-41 b,0.0583000000,1.33000000,1.496000
1764,HATS-41 b,,1.02976092,
1765,HATS-41 b,,,
1766,HATS-42 b,,1.18206236,
1767,HATS-42 b,,,1.273000
1768,HATS-42 b,,,
1769,HATS-42 b,,,1.273000
1770,HATS-42 b,0.0368900000,1.40000000,1.273000
1771,HATS-43 b,,,0.837000
1772,HATS-43 b,0.0494400000,1.18000000,0.837000
1773,HATS-43 b,,,0.837000
1774,HATS-43 b,,,0.837000
1775,HATS-43 b,,,
1776,HATS-43 b,,1.24002822,
1777,HATS-44 b,,,0.860000
1778,HATS-44 b,0.0364900000,1.06700000,0.860000
1779,HATS-44 b,,1.06425724,
1780,HATS-45 b,,1.24009821,
1781,HATS-45 b,0.0551100000,1.28600000,1.272000
1782,HATS-45 b,,,1.272000
1783,HATS-45 b,,,1.272000
1784,HATS-45 b,,,
1785,HATS-46 b,,,
1786,HATS-46 b,,,0.917000
1787,HATS-46 b,,0.94126241,
1788,HATS-46 b,0.0536700000,0.90300000,0.917000
1789,HATS-46 b,,,0.917000
1790,HATS-47 b,0.0426900000,1.11700000,0.674000
1791,HATS-47 b,,,0.674000
1792,HATS-47 b,,,
1793,HATS-47 b,,1.18983794,
1794,HATS-48 A b,,,0.727900
1795,HATS-48 A b,,,
1796,HATS-48 A b,0.0376900000,0.80000000,0.727900
1797,HATS-48 A b,,0.84749179,
1798,HATS-49 b,0.0451500000,0.76500000,0.713300
1799,HATS-49 b,,0.76978814,
1800,HATS-5 b,,,0.936000
1801,HATS-5 b,0.0542000000,0.91200000,0.936000
1802,HATS-5 b,0.0542800000,0.91200000,0.940000
1803,HATS-5 b,,0.91174065,
1804,HATS-5 b,,,0.936000
1805,HATS-5 b,,,
1806,HATS-5 b,,,0.936000
1807,HATS-50 b,0.0504600000,1.13000000,1.168000
1808,HATS-50 b,,1.21386660,
1809,HATS-51 b,,,1.187000
1810,HATS-51 b,,1.16076906,
1811,HATS-51 b,0.0463900000,1.41000000,1.187000
1812,HATS-51 b,,,1.187000
1813,HATS-51 b,,,
1814,HATS-52 b,,1.37719927,
1815,HATS-52 b,,,1.111000
1816,HATS-52 b,,,
1817,HATS-52 b,0.0249800000,1.38200000,1.111000
1818,HATS-53 b,0.0475300000,1.34000000,0.964000
1819,HATS-53 b,,,0.964000
1820,HATS-53 b,,1.31273310,
1821,HATS-53 b,,,
1822,HATS-54 b,0.0376300000,1.06700000,1.097000
1823,HATS-54 b,,0.94189653,
1824,HATS-54 b,0.0370000000,1.01500000,1.050000
1825,HATS-55 b,,,1.195500
1826,HATS-55 b,0.0541200000,1.25100000,1.195500
1827,HATS-55 b,,,
1828,HATS-55 b,,1.07971459,
1829,HATS-56 b,,,1.573000
1830,HATS-56 b,,1.51893383,
1831,HATS-56 b,0.0604300000,1.68800000,1.573000
1832,HATS-56 b,,,
1833,HATS-57 b,,,1.026000
1834,HATS-57 b,,,1.026000
1835,HATS-57 b,,,
1836,HATS-57 b,,1.14203069,
1837,HATS-57 b,0.0349300000,1.13900000,1.026000
1838,HATS-58 A b,,,1.461000
1839,HATS-58 A b,,0.89285967,
1840,HATS-58 A b,0.0579800000,1.09500000,1.461000
1841,HATS-58 A b,,,
1842,HATS-59 b,0.0611200000,1.12600000,1.038000
1843,HATS-59 b,,,
1844,HATS-59 b,,1.19325747,
1845,HATS-59 c,2.5040000000,,1.038000
1846,HATS-6 b,,,
1847,HATS-6 b,0.0362300000,0.99800000,0.574000
1848,HATS-6 b,,,0.574000
1849,HATS-6 b,,1.02631104,
1850,HATS-6 b,,,0.574000
1851,HATS-6 b,,,0.574000
1852,HATS-60 b,,,1.097000
1853,HATS-60 b,,0.93649907,
1854,HATS-60 b,0.0470800000,1.15300000,1.097000
1855,HATS-60 b,,,1.097000
1856,HATS-60 b,,,
1857,HATS-61 b,,0.88783898,
1858,HATS-61 b,0.0790800000,1.19500000,1.076000
1859,HATS-61 b,,,
1860,HATS-62 b,0.0416300000,1.05500000,0.896000
1861,HATS-62 b,,1.05400391,
1862,HATS-63 b,0.0402600000,1.20700000,0.931000
1863,HATS-63 b,,,0.931000
1864,HATS-63 b,,,
1865,HATS-63 b,,1.11680711,
1866,HATS-64 b,,1.42403456,
1867,HATS-64 b,0.0656200000,1.67900000,1.564000
1868,HATS-64 b,,,
1869,HATS-64 b,,,1.564000
1870,HATS-65 b,0.0449700000,1.50100000,1.257000
1871,HATS-65 b,,,1.257000
1872,HATS-65 b,,1.40733481,
1873,HATS-66 b,,1.16610639,
1874,HATS-66 b,0.0471400000,1.41100000,1.411000
1875,HATS-66 b,,,1.411000
1876,HATS-67 b,0.0303200000,1.68500000,1.435000
1877,HATS-67 b,,,1.435000
1878,HATS-67 b,,1.49589873,
1879,HATS-67 b,,,
1880,HATS-68 b,,,1.351000
1881,HATS-68 b,0.0507100000,1.23200000,1.351000
1882,HATS-68 b,,,1.351000
1883,HATS-68 b,,,
1884,HATS-68 b,,1.46978227,
1885,HATS-69 b,0.0321100000,0.94500000,0.892000
1886,HATS-69 b,,0.90040470,
1887,HATS-69 b,,,0.892000
1888,HATS-69 b,,,
1889,HATS-7 b,,0.48372239,
1890,HATS-7 b,,,0.849000
1891,HATS-7 b,0.0401200000,0.56300000,0.849000
1892,HATS-7 b,0.0401200000,0.56300000,0.849000
1893,HATS-7 b,,,0.849000
1894,HATS-70 b,0.0363200000,1.38400000,1.780000
1895,HATS-70 b,,,1.780000
1896,HATS-70 b,,,
1897,HATS-70 b,,,1.780000
1898,HATS-70 b,,1.29161099,
1899,HATS-71 b,,0.92124005,
1900,HATS-71 b,,,
1901,HATS-71 b,,,0.486100
1902,HATS-71 b,0.0374500000,1.02400000,0.486100
1903,HATS-72 b,0.0665170000,0.72240000,0.731100
1904,HATS-72 b,,,
1905,HATS-72 b,,,0.731100
1906,HATS-72 b,,0.84666664,
1907,HATS-74 A b,,1.07324204,
1908,HATS-74 A b,0.0238400000,1.03200000,0.601000
1909,HATS-75 b,,0.86226627,
1910,HATS-75 b,0.0327420000,0.88400000,0.601700
1911,HATS-76 b,0.0265800000,1.07900000,0.662000
1912,HATS-76 b,,1.04888256,
1913,HATS-77 b,0.0360700000,1.16500000,0.655000
1914,HATS-77 b,,1.24017783,
1915,HATS-8 b,0.0466800000,0.87300000,1.056000
1916,HATS-8 b,0.0466700000,0.87300000,1.056000
1917,HATS-8 b,,0.87898880,
1918,HATS-9 b,,1.28600000,
1919,HATS-9 b,0.0304800000,1.06500000,1.030000
1920,HATS-9 b,,1.53000000,
1921,HATS-9 b,0.0304800000,1.06500000,1.030000
1922,HATS-9 b,,1.22595945,
1923,HATS-9 b,,1.17240000,0.963000
1924,HATS-9 b,0.0312000000,1.23561424,1.100000
1925,HD 100508 b,6.1100000000,,0.940000
1926,HD 100508 b,6.1100000000,,0.940000
1927,HD 100546 b,53.0000000000,6.90000000,2.400000
1928,HD 100655 b,0.6800000000,,2.280000
1929,HD 100655 b,0.7600000000,,2.400000
1930,HD 100777 b,1.0300000000,,0.830000
1931,HD 100777 b,1.0300000000,,1.010000
1932,HD 100777 b,1.0600000000,,1.080000
1933,HD 101581 b,0.0460000000,0.08528875,0.653000
1934,HD 101581 b,,0.08738157,
1935,HD 101581 c,0.0573000000,0.08832204,0.653000
1936,HD 101581 c,,0.09112871,
1937,HD 10180 c,0.0641200000,,1.060000
1938,HD 10180 c,0.0641000000,,1.060000
1939,HD 10180 c,,,
1940,HD 10180 d,0.1286000000,,1.060000
1941,HD 10180 d,,,
1942,HD 10180 d,0.1285900000,,1.060000
1943,HD 10180 e,0.2699000000,,1.060000
1944,HD 10180 e,0.2699000000,,1.060000
1945,HD 10180 f,0.4929000000,,1.060000
1946,HD 10180 f,0.4929000000,,1.060000
1947,HD 10180 g,1.4220000000,,1.060000
1948,HD 10180 g,1.4270000000,,1.060000
1949,HD 10180 g,,,
1950,HD 10180 h,3.4000000000,,1.060000
1951,HD 10180 h,3.3810000000,,1.060000
1952,HD 101930 b,0.3000000000,,0.570000
1953,HD 101930 b,0.3020000000,,0.740000
1954,HD 102117 b,0.1532000000,,1.010000
1955,HD 102117 b,0.1500000000,,0.950000
1956,HD 102117 b,0.1532000000,,1.110000
1957,HD 102117 b,0.1500000000,,1.060000
1958,HD 102117 b,0.1490000000,,1.030000
1959,HD 102195 b,0.0490000000,,0.920000
1960,HD 102195 b,0.0491000000,,0.926000
1961,HD 102195 b,,,0.870000
1962,HD 102195 b,0.0500000000,,0.760000
1963,HD 102272 b,0.6140000000,,1.900000
1964,HD 102272 b,0.5100000000,,1.450000
1965,HD 102272 b,0.5800000000,,1.600000
1966,HD 102329 b,1.8100000000,,3.210000
1967,HD 102329 b,2.0300000000,,1.950000
1968,HD 102329 c,,,1.300000
1969,HD 102365 b,0.4600000000,,0.850000
1970,HD 102843 b,4.0740000000,,0.950000
1971,HD 102888 b,1.0500000000,,2.420000
1972,HD 102956 b,0.0800000000,,1.590000
1973,HD 102956 b,0.0810000000,,1.680000
1974,HD 102956 b,0.0807000000,,1.660000
1975,HD 103197 b,0.2500000000,,0.800000
1976,HD 103197 b,0.2490000000,,0.900000
1977,HD 103720 b,0.0498000000,,0.794000
1978,HD 103774 b,0.0700000000,,1.335000
1979,HD 103891 b,3.2550000000,,1.280000
1980,HD 103891 b,3.2700000000,,1.280000
1981,HD 103949 b,0.4390000000,,0.770000
1982,HD 104067 b,0.2600000000,,0.620000
1983,HD 104067 b,0.2674000000,,0.820000
1984,HD 104067 b,0.2643000000,,0.791000
1985,HD 104067 b,0.2673000000,,0.817543
1986,HD 104067 c,0.1058000000,,0.820000
1987,HD 10442 b,2.3400000000,,2.580000
1988,HD 10442 b,2.0100000000,,1.010000
1989,HD 10442 b,2.0300000000,,1.010000
1990,HD 10442 b,2.3350000000,,1.560000
1991,HD 104985 b,0.7800000000,,
1992,HD 104985 b,0.7150000000,,1.220000
1993,HD 104985 b,0.9500000000,,2.300000
1994,HD 105618 b,0.0910000000,,1.010000
1995,HD 105618 c,35.7310000000,,1.010000
1996,HD 105779 b,3.3800000000,,0.890000
1997,HD 106252 b,2.7033000000,,1.030000
1998,HD 106252 b,2.6550000000,,1.050000
1999,HD 106252 b,2.6100000000,,1.010000
2000,HD 106252 b,2.7000000000,,1.060000
2001,HD 106252 b,2.6110000000,,1.007000
2002,HD 106270 b,3.3470000000,,1.480000
2003,HD 106270 b,3.3400000000,,1.390000
2004,HD 106270 b,4.3000000000,,1.320000
2005,HD 106270 b,,,1.330000
2006,HD 106315 b,0.0907000000,0.21768222,1.091000
